keyType;keyHASH;anchorURL;anchorHASH;contentHASH;httpCode;hashMatches;validJSON;validJSONLD;extraInfo
keyHash;0f550718b014cb0381bf0b355d73ccc66bae77ac75efb65ad4d416da;-;-;;;;;;
keyHash;0f7bb97d8e861d695a78323524fd86e3e3c924be838a313b152f2cd8;-;-;;;;;;
keyHash;0f8c8552272568f1a5c78a87560313f7cd7b15b368fb41b3faad56c7;-;-;;;;;;
keyHash;0ff7116e9136390c8a3033ee68dd6257a0dfa3867d79fea193402a2e;https://info.hazelpool.com/drep.json;81c5cb6d3bac724f5890f7d16bba1ba3b5c438a7c8341c1aa810b3dd5bd2ef18;81c5cb6d3bac724f5890f7d16bba1ba3b5c438a7c8341c1aa810b3dd5bd2ef18;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;10b9d865aeab3d85a5a960e1b1ea1c180d7f1d3ced8cc6cc4be3c953;https://ipfs.io/ipfs/QmXmunnfHkdwdZurJhAGzw6pidh8KVtviS8Y3oCLmPeCna;ed25bd8700d52b5314ace820599605e9c988ec013e2a7e41c3780f4fab47a6fa;ed25bd8700d52b5314ace820599605e9c988ec013e2a7e41c3780f4fab47a6fa;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;11561dd231e8b98491d6562f36bc5bcf1b9608ef74ec81e1b366bcd4;-;-;;;;;;
keyHash;1159c867a7c4519f247cee4f34000e359df9bbab3b5251641b43f5f3;-;-;;;;;;
keyHash;116c7dbf798e2823f9cc29858ff9b3690ba47013918381d5e4154c2a;https://raw.githubusercontent.com/arootedu/cardano/refs/heads/main/CETH.jsonld;e86d5438ce208926481e938da572a38c32bccedf7050ae58f3a7ddcc7f7796f5;e86d5438ce208926481e938da572a38c32bccedf7050ae58f3a7ddcc7f7796f5;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;1189ae5e6370afc64fa39f909ebd21c1213d331c33a1fce8c61a54c0;https://raw.githubusercontent.com/WaffleCapital/WaffleCapital-DRep/refs/heads/main/WaffleCapital.jsonld;1694a4fdf24d26fbeaa6b62e10086a4367bd659133067e14b7c06c0ebdde3f8c;1694a4fdf24d26fbeaa6b62e10086a4367bd659133067e14b7c06c0ebdde3f8c;200;YES;YES;YES;no authors in the authors-array
keyHash;118bc569a79139fc3edfb524e479b7b71f2d9e6bc4611d5636867d68;-;-;;;;;;
keyHash;1228f8146e5d57f738b8ce9d0a7a0329d8f6c413923b8fc34e9828b0;https://ipfs.io/ipfs/QmXMXe97ysqMzgeXLgdkZAbfhHbMtymV4Un6y8dVb98j5E;8ece483831c598717abbc138d3127b494a9f958ad3cccc9c3e9ccbc0196869f8;8ece483831c598717abbc138d3127b494a9f958ad3cccc9c3e9ccbc0196869f8;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;127155be143fe71dbb9bd9efdf902c4374fe34f036c489a3a3a1e704;-;-;;;;;;
keyHash;12e7d0d68c2dc9709bf30ee7aeb0cc7b19961bc24dc4b6847c31fd46;https://raw.githubusercontent.com/HD5000/Drep/main/HD5000.jsonld;2e0434dbd6e46e2dcebf67eeb1ee8cf4e11f8a58ceac5aab46bf2ed87c7e07f2;2e0434dbd6e46e2dcebf67eeb1ee8cf4e11f8a58ceac5aab46bf2ed87c7e07f2;200;YES;YES;YES;no authors in the authors-array
keyHash;14174d399873b51e652be2ca3d67ede04b2c9ae984321ae3f75a347a;-;-;;;;;;
keyHash;150b98bf3a194f69b473ec452d954b917f48cec68366454b95262eef;-;-;;;;;;
keyHash;1528862c0b05fac93482fed1bbfa6b1716db31b6e8352c1d98f25576;-;-;;;;;;
keyHash;15583d02963047eb6f7ad78489877e0a881853420c760bc8935fa122;https://raw.githubusercontent.com/CL-LLC/Metadata-storage/main/LATIN_Staking_Po.jsonld;7f602c74f626f89158d0abf25031747a7126a02f096b37360473ec1460799ee6;069d1bc15607633fa9518cb5dd0a8d41a2e2156998d50a2400ddf78ae16e7ff1;200;NO;YES;;
keyHash;1636bfea2ed8289f2312efadde57ac90bfc8a67d71c42285ab64f6e8;-;-;;;;;;
keyHash;166c430c14ef054c1d0978742cdd7b4cffe81415e0007dd5d666eb9f;-;-;;;;;;
keyHash;169e240197e5564f53ebb1a63b4d395dcd78ccac70288abcd861c956;-;-;;;;;;
keyHash;16c9b910e620b6661b82aec2b307bba2b26682b8beddc043301aa19a;https://ipfs.io/ipfs/QmT9qWjtrjfXMWZ3HN9czhdMy6p8oaxFYVdSWKWE37fPhJ;42ac57f849f28559cd245493e106b5eb8a4f1b7689f2d8cb2b2bbe0458a504e0;42ac57f849f28559cd245493e106b5eb8a4f1b7689f2d8cb2b2bbe0458a504e0;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;1750e45da97814413c7df3c3a1219be20a29c1443652444133d4380a;https://raw.githubusercontent.com/st8tikratio/cardano_DRep/refs/heads/main/docs/Ratio_St8tik_St8tikRatio.jsonld;79c2d5c4879873ae78ad2441ab632f964beeb922387d8f3bb3bbbd3789e311aa;79c2d5c4879873ae78ad2441ab632f964beeb922387d8f3bb3bbbd3789e311aa;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;17e90d4a81d388eaf3eed0910179c704a08612d4874b3f2740541678;https://raw.githubusercontent.com/xuyen88/OREKA/main/OREKA_Vote.jsonld;f35a3549b7a7680f4555f21e14531a2b9f42678e67539f4a6881c0f498176dd0;f35a3549b7a7680f4555f21e14531a2b9f42678e67539f4a6881c0f498176dd0;200;YES;YES;YES;no authors in the authors-array
keyHash;188803d92cb29d626d92d0ee65af3f1b87621f7d6ab02d5bb2cdd625;https://drep.iagon.com/iagon.jsonld;397962be9c481824408d9d99c0160482efb58e8642cbfb34afd05da1d4bc95d3;397962be9c481824408d9d99c0160482efb58e8642cbfb34afd05da1d4bc95d3;200;YES;YES;YES;no authors in the authors-array
keyHash;188b44e528371389777f854c7ee993049be55b4aaccb0069304b11d2;https://raw.githubusercontent.com/clemcrafts/drep/refs/heads/main/AltcoinOracle.jsonld;4233f7707150ed7237252e886337d074b8384ffc164960fb6c84e1e6408b6880;4233f7707150ed7237252e886337d074b8384ffc164960fb6c84e1e6408b6880;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;188d57e4b578ca7d4046077656328082a59ffd14963d35139ac9372d;-;-;;;;;;
keyHash;18f13c46ea5b298503f5b35156aa6df7e6f10045adf06d8a377b3ca3;-;-;;;;;;
keyHash;19f568a4144286be9ff7da03f08ae4f689b8b69afc16159bbfb404c4;-;-;;;;;;
keyHash;1a2b271d9634540906e196e039ba8a82594e271dfb2a79cdcd007426;https://twitter.com/solidsnakedev;b13319a83958ccb653f9989d628cca54d3b0c259bea50da2ec79ed562793b04e;;200;;NO;;not a valid JSON format
keyHash;1a70a1cd949c62b1469d217595ecc23d59899df4c292948910545d18;-;-;;;;;;
keyHash;1acffe26dce1fba81aa5f80b577f050b5c38e00a7377a28299a58c6b;-;-;;;;;;
keyHash;1b44737f61e531f76bc944a132d064f085bf5723615b6a7d0515707b;https://raw.githubusercontent.com/gnobudyspecial/Cardano-dRep/refs/heads/main/Gnobudy%20Special%20.jsonld;7105f2f3ec82ff093e1f53e5ce3c9bf772b3a4f685c14483d6a0cf5e934a682f;7105f2f3ec82ff093e1f53e5ce3c9bf772b3a4f685c14483d6a0cf5e934a682f;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;1c12c18fff75038f1181d6dcca10c5255df430301c0a264a9500381e;-;-;;;;;;
keyHash;1c3679163b94776feabf03363b4fa64dc4713cb1a0c60142a296adda;-;-;;;;;;
keyHash;1c37f6ca5e620bd28e9f0432824c4e7c4844dc4d039303a411c2e165;https://raw.githubusercontent.com/rhystmorgan/drep/main/STOIC.jsonld;63bc7f100eb61e7b11d7eca0196e51c875c57878cd4b2a6d5beaf09f06ad9aae;63bc7f100eb61e7b11d7eca0196e51c875c57878cd4b2a6d5beaf09f06ad9aae;200;YES;YES;YES;no authors in the authors-array
keyHash;1c38b16a95f44531ca9b332a2a987e526964febf9c37bad98cff4fb7;-;-;;;;;;
keyHash;1cad9cf4c371dd8e0ca67dbacfd2572221178e90e91cecad5410f2ba;-;-;;;;;;
keyHash;1d0c5a0a22df3ed5200e1a404de9e8f34654e47ee489a915f1ff331d;https://ipfs.io/ipfs/QmeSRWkbwa4ZcVjJneFyFqCchDtHDDm3xma3JWx6meXo41;c83d40885cd471147c555b23ed3538611e15e7f0da92d7b1c70070b282cd9b12;;504;;;;
keyHash;1dac6bf2cda83cc5a0ab36b0cf2007d98c3308760fff225f901a9ebd;-;-;;;;;;
keyHash;1e52289d42c39511e3a6d7cd2743f9496a8d91e1e326c2121449a0b8;-;-;;;;;;
keyHash;1eda807103968b5e859caed4482e6e7583b360e99e734487b7f81330;https://raw.githubusercontent.com/drep-id/data/main/mainnet/spannercode;3fb29686e2b627adf8e6c0d0abe11ae9c16672fd911901c9c0cb8f4d096269e7;3fb29686e2b627adf8e6c0d0abe11ae9c16672fd911901c9c0cb8f4d096269e7;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;1efdb2d1dc780434a8ce96e2d8bccc9db94ff81454dfa3acab515edc;-;-;;;;;;
keyHash;1f5ed39f09ace870ae22691a6dab5305021b0c0703b872aae6389cce;https://ipfs.io/ipfs/QmcjJBo1x2d7juQygrCHPmp15erBuGXYaK2RbKzFBZoFyf;daeca25f52090d421c782213a36d939be1339c5d77565e8650ead12a41f51b00;daeca25f52090d421c782213a36d939be1339c5d77565e8650ead12a41f51b00;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;1f69ebcf3e6e70d4bf99948140f3e49ae7786b0637d3a15a37a8b5c6;-;-;;;;;;
keyHash;203637969179399b99a253b1da432b33e21851733186c17d0edda2e8;https://raw.githubusercontent.com/cryptotexty/cardano-drep/refs/heads/main/Cryptotexty.jsonld;a81161087053d1a75eebd7fb8220ee71139c39898cae82cdd5078568f86d7917;a81161087053d1a75eebd7fb8220ee71139c39898cae82cdd5078568f86d7917;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;2052ba04a96e5611a844f09ce2ca33b734133f5875a0b102fea42d46;https://bafkreietgeigkb65dczxlimbpgwabubsnxp3vo76gjtdm26tra6unsbetq.ipfs.w3s.link/;3167dbc5584ecc3d074f57041f9b9ea42657feb8318cc28d95faa28a4c343040;3167dbc5584ecc3d074f57041f9b9ea42657feb8318cc28d95faa28a4c343040;200;YES;YES;YES;no authors in the authors-array
keyHash;2084df046dfe947fbbb8ad2997c31472dca4fda88a54bbea48f0e98f;https://raw.githubusercontent.com/ItsDaveB/cardano-metadata/refs/heads/main/drep/registration/dave.jsonid;d425cc32e764bdcbad252e902066b4a8a3348ea59532924c48f491f593e3e5e6;63fb839686db7fb9a177ea0ad313aa1159299576d96d03e6857c0adde3cff8ac;200;NO;YES;;
keyHash;214bcd0cec6e4db3d2ab1fdcb8c184810b48ad9ec9e94642a3333a08;https://raw.githubusercontent.com/wiiinnie/drep/refs/heads/main/HermesStakepoolG.jsonld;e6ef79d3b66f1f210e1514fefbc94fd630e137dc87c32b41eed4e4f6cfdaba62;e6ef79d3b66f1f210e1514fefbc94fd630e137dc87c32b41eed4e4f6cfdaba62;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;2197eb271eba2733550e518030a081a53185ca77d399f6396fc5aa16;-;-;;;;;;
keyHash;228fabcdd2b1a034554a7a42dadc591d6540ce542ec0d7a734a197b1;https://ipfs.io/ipfs/QmaFFARgJqNy4TJfqqCKQbyw1dCwqZszBXaj6jyic62oeQ;9b6a7a8f601574dbe81b81c974d245b2a79419adc0c9b4a0b5145397e81a3cb5;9b6a7a8f601574dbe81b81c974d245b2a79419adc0c9b4a0b5145397e81a3cb5;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;23213f6c240ed7b5195216cd5cc2b113a718a9c5e557dcb80512a238;-;-;;;;;;
keyHash;2358e09cc591f954fdd2038c93c9b2704a1a892a35476f319e4a056d;https://raw.githubusercontent.com/colll78/drep-metadata-storage/refs/heads/main/Phil%20UPLC.jsonld;ab5d59898bfc3b84dfd886938bfde9119ebfde9512e9e7f6823e9edfbb782438;ab5d59898bfc3b84dfd886938bfde9119ebfde9512e9e7f6823e9edfbb782438;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;235dddabe97f5117f15e8db1b2a403baa2cc010970d9dd2474722bdb;https://most-brass-sun.quicknode-ipfs.com/ipfs/QmbgLiUrct7dZTZZM5pGeRnYLsP93bnLC3TK6tjndvFRPB;8b8968214f5ef1ad41be4249e4e8183c82f9bf3efeb5dffa126404d47dd1d95f;8b8968214f5ef1ad41be4249e4e8183c82f9bf3efeb5dffa126404d47dd1d95f;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;2408fb0afddd9586244307e8fe4d322cad65092932fbdcd05bc44b88;https://raw.githubusercontent.com/NTSYSS/NTSYSS/main/NTSYSS.jsonld;a663546a496a24f6061080b9e9d34a4d2b520557938b55776e17d311de4dae52;a663546a496a24f6061080b9e9d34a4d2b520557938b55776e17d311de4dae52;200;YES;YES;YES;no authors in the authors-array
keyHash;24f57fece7213b86ecbfcc9f355835e148add29b9dfa757113aeba9b;-;-;;;;;;
keyHash;2604bdd747e139a01acee7f3c7b16e279bc752c47649286b4f551f0b;-;-;;;;;;
keyHash;263c4b5b12e70cf9d17e3961498c1569961053ef16f5f9ae75eaa861;-;-;;;;;;
keyHash;2640892c530e9da73f5dfb764de3012f4ac13a12bbda6fc98a6d2400;https://github.com/blockjock2017/drep/blob/main/Blockjock.jsonld;5ec4f62afb32aebde460292dc1b620a9772bcb10212a98b27c9e5ca9699a7be3;;404;;;;
keyHash;264d012dd8f2b1cb891887ab0fca9017d6b41d2bf11d7b901fd0497e;https://longshortsignal.com/LSS.jsonld;4eaa62e51d6bb84e60aaf14c1038b5e8eba5b2e5a68466e82d0ec7fa530f7af1;4eaa62e51d6bb84e60aaf14c1038b5e8eba5b2e5a68466e82d0ec7fa530f7af1;200;YES;YES;YES;no authors in the authors-array
keyHash;2684b6bbb0485b9aae95af2662063d60e81162c30937e38a4d9cca7c;-;-;;;;;;
keyHash;26ec12aeb6a7e616d06e533bc09e96c5e0507d78584ff66ac81241f8;https://raw.githubusercontent.com/envystakepool/ENVY-Mainnet/main/ENVY_Stake_Pool.jsonld;351bf3524a8e84088bbe745f7f6a37ae5ef363f89d9488bf9cc1afcd4eee998f;351bf3524a8e84088bbe745f7f6a37ae5ef363f89d9488bf9cc1afcd4eee998f;200;YES;YES;YES;no authors in the authors-array
keyHash;276395d2ad649e209ea41faf7981f4a3d7a95002f945e6ec49d26e06;http://files.8sqrdpools.com/8SQRD.jsonld;9c78123a8ae823ee8b4ba4f3921a22bb804c1d5f19f50c635006ee70a9b5df29;9c78123a8ae823ee8b4ba4f3921a22bb804c1d5f19f50c635006ee70a9b5df29;200;YES;YES;YES;no authors in the authors-array
keyHash;27651b562492d5a22ae2f354edd552d22cce8292d094dea93e9fa41b;https://adatree.io;7bbb0d97243cf58381c5721e62e7380532f98cf36d42059784e21eb8b3a88a7c;;200;;NO;;not a valid JSON format
keyHash;2769cae2716098f4957a1946b910134dd0c92124d0e3850e93921e1b;-;-;;;;;;
keyHash;2775713575b07fb5093385e18b88ec76792c19714d7a2233a1fdb469;https://coffeepool.jp/hix_coffeepool.json;435f11a3a9cd3569b2e7337461bbaead18b975d23c2a8b46089a1f0c10a25f8b;435f11a3a9cd3569b2e7337461bbaead18b975d23c2a8b46089a1f0c10a25f8b;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;277cd67f405d43ab611676d1d82678ffc086b9996c0a742a8a30a2e5;-;-;;;;;;
keyHash;28111ae17ff8fdfbd4f39cabdb2705f1c0200b8e159106f34388b155;https://adawallet.io/public_files/MDRep.jsonld;d604fa7dcd2c0efef5524f059bc43c3911eddb6bfca1b048b3985ac5aea19726;d604fa7dcd2c0efef5524f059bc43c3911eddb6bfca1b048b3985ac5aea19726;200;YES;YES;YES;missing authors field
keyHash;2827bf03dad304657429fd10aae4c7ed828aa717403f0613b5799788;-;-;;;;;;
keyHash;28aadfd24500420b7faca4be8653e45ee6592c22b27d8f313563978c;-;-;;;;;;
keyHash;28c8c5b78858929b3fef08da7ca0876246ebf9126bcf5b180c4c074a;https://raw.githubusercontent.com/Xello144/Mainnet-Cardano-Drep/refs/heads/main/AustinAnthony.jsonld;d45b2a9803418ecaaf613cc43b001658106f556a5c8e802eae7ee33fa885877f;d45b2a9803418ecaaf613cc43b001658106f556a5c8e802eae7ee33fa885877f;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;28ee9a00dff7a0ebc630d2a63ef5045e063d583f4fcd3e4c4b1e32f5;-;-;;;;;;
keyHash;294362ff7e8042d47efe78d26c609332297aa41ab9e06878fdd6900a;-;-;;;;;;
keyHash;2bb35ddfc2e981b276004047ebfaf8e029bd35c1314b2aec786c735e;https://storage.googleapis.com/biglup/Angel_Castillo.jsonld;26ce09df4e6f64fe5cf248968ab78f4b8a0092580c234d78f68c079c0fce34f0;e58df8575d258bc0488e12285284e28445239e98c5308ee6c2bc2af73e0dce23;200;NO;YES;;
keyHash;2beb7b1f1b6dc392b8be4547f88fcda932d7662f0edcf9417f2ebd17;-;-;;;;;;
keyHash;2c962b9eef4434dc08bbc1080fbb9375d63ca385e39935e369698df2;https://ipfs.io/ipfs/Qma4xYW7JMCh7ZMGfSoJm6WmDWceKWRMYuhGGUzypDWVCp;3ffc4fe4f3e37eaedb1ff7232bb63d134e109dabfc6dfc16be66a065eddd31c9;3ffc4fe4f3e37eaedb1ff7232bb63d134e109dabfc6dfc16be66a065eddd31c9;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;2db4d6565f32f50ffe88c574d51d81804fbfee4a5135cd9f2d716296;-;-;;;;;;
keyHash;2dbd94891a4a576a2482c9fb7dd38589e61af0ce7177cfb6f5dbe639;-;-;;;;;;
keyHash;2e46c181d901d83a3f10e7090e73ac149494dc2b3c389606cee00d26;-;-;;;;;;
keyHash;2e62b3ea4d6ce1b502f42ac0cd42c10cc80dd0546e9b93ab9468cf7e;https://raw.githubusercontent.com/ada-ddy/DRepresentation/refs/heads/main/ada_ddy%20(1).jsonld;02a313ad9951a3f48adce69cf47b4329cc6efc3a5989e8c43a9a036d349f0ade;02a313ad9951a3f48adce69cf47b4329cc6efc3a5989e8c43a9a036d349f0ade;200;YES;YES;YES;no authors in the authors-array
keyHash;2ea7882c45ecce6b6639dcfd9c584f125232cf776eb1c673b374d58b;-;-;;;;;;
keyHash;2ebcf25278cd3318e595570fda46cb9d3a2ef5afa532ea29da4f7699;https://github.com/kopisg/kopisg.github.io;5818a347a50f93c5593eaf96722ee8b00bccfddd9af412d575580452901031b5;;200;;NO;;not a valid JSON format
keyHash;2f98363a8bb9afc31d65753f8d7edacaf65c42b59a9bd67a57ce8e5e;-;-;;;;;;
keyHash;2fb8e3b31399e8eb932f200198296187bd1ec5b89e10b066cfa7efa5;https://raw.githubusercontent.com/taichi-yokoyama/cardano-DRep/refs/heads/main/taichiyokoyama.jsonld;7e052a41a4fab7fb1587bcb6c3d24a6d661db47d15c7edde24018f306793d504;7e052a41a4fab7fb1587bcb6c3d24a6d661db47d15c7edde24018f306793d504;200;YES;YES;YES;no authors in the authors-array
keyHash;2fbcdd57248a11b19dc2f6ee4765dd3b8ebf308d09e50ab30d87d874;-;-;;;;;;
keyHash;30a2cd857800b4f80ef869903a70c376cb538b9f3e5e8d3b2e6df717;https://most-brass-sun.quicknode-ipfs.com/ipfs/QmPswTnakTrPse7at9RbWTFNb3he84GjjzjuFwsDzsUVVJ;917620dd7a03afe9818909c5a33f8f35ebfa71880b4ef30b42023d0c717e6da6;917620dd7a03afe9818909c5a33f8f35ebfa71880b4ef30b42023d0c717e6da6;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;317b0f8ea1903dd136eac1322c397d6f45cb201bfe4393e8ca4db199;https://github.com/GarrettE/CardanoDRep.git;75ffbd6f20ddd8c25bd3f7e9be13e63c60a7524883c826476d7f2c08593ec0a8;;200;;NO;;not a valid JSON format
keyHash;31ed01cd2c83527725903283e4e535d0a0a600bab2188b06c59e5e0b;https://raw.githubusercontent.com/CalebMontiel-ada/Caleb-DRep/refs/heads/main/Caleb%20Montiel%20(1).jsonld;f53b00914474eb4f562c5588dc96696d5324200cf1117cf45ba79958c26868e0;f53b00914474eb4f562c5588dc96696d5324200cf1117cf45ba79958c26868e0;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;3205f090910b08edd1ccbd984117014768e27f79d39bcd7cac9d11ac;https://bit.ly/drep-fimi;d19d1c291ab8e3bbef77ba30ce4e1ecf0c0c7aac00d0953d70cb3723c418523e;d19d1c291ab8e3bbef77ba30ce4e1ecf0c0c7aac00d0953d70cb3723c418523e;200;YES;YES;YES;no authors in the authors-array
keyHash;3244dcf3dbe2d9fe9d55ccd5b1e50f3dcbe425fbf0143c411e9f2012;https://discord.gg/GsBVHBgY;740f62ae513c2d114d4ea3795cdc9fde9f7b840a1c8d18c5e7d02306af006af0;;200;;NO;;not a valid JSON format
keyHash;32fdb15581814a3e7704a2c36d1b4a7817dd120b35e4b31e2b90e335;-;-;;;;;;
keyHash;331b0494a17bcfd246c51c08082317d7e7669e67124a7756b0e9d5c5;-;-;;;;;;
keyHash;340fc97adf7b9a4cc4d2489bce5d3b5c5859a6cec18ca3edccbcb9b8;-;-;;;;;;
keyHash;3465d64646a0c8266cd7a68b3fe7deb06e377ab6ecbdf300e293abe2;-;-;;;;;;
keyHash;3471ad5f4ba08f487b528f7709c74d45272963a90ff0218f14a6e6e3;-;-;;;;;;
keyHash;34e66c690b911bda9604fbd4af8e1ae9c8b17848d324907985adbcd0;-;-;;;;;;
keyHash;356823cd7cd819d5f7c7f642098cb3f4a62555571c4b3f8bff5acf80;-;-;;;;;;
keyHash;35f3c046a6e7f58d91d217613957a9ccb825958777fe29dcbad9034b;https://raw.githubusercontent.com/sniper5178/ada/refs/heads/main/sniper5178.jsonld;8897751fa2bf49fa85c027c9307b0a127eb597058bad6253b46b9666d563bec0;8897751fa2bf49fa85c027c9307b0a127eb597058bad6253b46b9666d563bec0;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;365718431b4015bef9b52d2f121a5ee183b4980f9769380600ef21eb;https://raw.githubusercontent.com/PatrickTobler/DRep/refs/heads/main/Patrick_Tobler%20(1).jsonld;90895dd5234ca0531f2eeb999dd3bcc06d68114358b9f465e147dbae503ed478;90895dd5234ca0531f2eeb999dd3bcc06d68114358b9f465e147dbae503ed478;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;366d4ac51dc361a813da5db9ea5fe5da01be162e9deabd4fe3db133f;-;-;;;;;;
keyHash;374afb77272fe7924b565c87f8edc4632c0f04d942e4ea0c24a3eccc;https://raw.githubusercontent.com/KaizenCrypto/Drep/refs/heads/main/Kaizen%20Crypto.jsonld;9f8bc25e7e1e10a901f8a5bad7b2eab3a5c91ce994dcc61e9a466967482b004e;9f8bc25e7e1e10a901f8a5bad7b2eab3a5c91ce994dcc61e9a466967482b004e;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;3775bddadc50f3d7b3538f0ac37d059c938ab6ab79d75cc3c9646687;-;-;;;;;;
keyHash;3793679717c605529433a22e8a42bdc8858c21a6d6f4c7eec1020294;https://raw.githubusercontent.com/OlympusInsights/DRep/main/OlympusInsights.jsonld;62f10b52d4235e199e49d78c1480695809ad82851a7f281a3e23824d283ea73d;62f10b52d4235e199e49d78c1480695809ad82851a7f281a3e23824d283ea73d;200;YES;YES;YES;no authors in the authors-array
keyHash;383da251910a8a491149c477d4c5de4705183d5eed2ff961bf40f1f9;-;-;;;;;;
keyHash;39129b441cb76b0c0a2b72f81eeb65f050046fe067213ca4388a053d;-;-;;;;;;
keyHash;39238b953cca50b3cf27f58b0965bb51221c929fc1057082c07a99c9;https://cardano.wims.io/WIMS-Cardano.jsonld;d6880bf17250bd38b2fb96db1dbf6359c85ea387654e9edb1851241df00bc61d;d6880bf17250bd38b2fb96db1dbf6359c85ea387654e9edb1851241df00bc61d;200;YES;YES;YES;no authors in the authors-array
keyHash;3958dac024cdb5f543f48669aee99704e74ea1b48d827df84473c3b7;-;-;;;;;;
keyHash;397d360833d143b0e106cc848ec0798ec4b34bc04aae0852192ce21f;https://raw.githubusercontent.com/Florian1111/DREP-Final/refs/heads/main/Florian%20Volery.jsonld;fe406b8f36093651a79ef07f256720cf893e84c9e71766175ebdbfe2024c3a77;fe406b8f36093651a79ef07f256720cf893e84c9e71766175ebdbfe2024c3a77;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;3b127b761d96f6bc141c8d4050df2d295ef81cd318f80e355a774b88;-;-;;;;;;
keyHash;3b5eadf4b8d031ee6947f8cf29afe37dc112ef9eeb08d74b6c584898;-;-;;;;;;
keyHash;3c4d557fcbee498abc7a3c3d4004dffb3523ae2022ea045182c68524;-;-;;;;;;
keyHash;3c6c1024db32d6be735231388aeebb14d552695e78681479a77d22fb;https://ipfs.io/ipfs/QmeR8b9WfmjdBgJcEoN4ajwjEaghcn1EZEwrpYFuMkTmBp;915bc8aff60b192f4e1d6a910a2b6d2f8fc9e97dd0cf1e731931c06cf76e06df;915bc8aff60b192f4e1d6a910a2b6d2f8fc9e97dd0cf1e731931c06cf76e06df;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;3d06718f522e592814f564c7ebf534c4e20751ca53f90b2a383252c7;https://ipfs.io/ipfs/QmW6ky7YnaB3TQRJsVwdfWMrpXC8uyu4hyJnN9kDgBau4p;a9280c1b793748d9012e0f18f22c76a8a51481dfa8a09197df4c30a49a353a2a;;504;;;;
keyHash;3d08ba0cbd65bdb289243571c263b62e736849eed0d3cee965c541ab;-;-;;;;;;
keyHash;3d65580e7a2f7a0e3de33a25de03ba9e6f5778ce124594be1775e284;https://ipfs.io/ipfs/QmSzUfET1PaoXPPLCD1dXPRPyE3BuBQtdtV82wckaR1342;be453eb6689b4497008eac53b3fb1693434a6ef8395000e9657365c8ac7bd5b5;be453eb6689b4497008eac53b3fb1693434a6ef8395000e9657365c8ac7bd5b5;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;3d7bc74ad16032bf1765ce7a6372c719b42885f837fd77ef4b5122bc;https://raw.githubusercontent.com/tsvetanp/saver-public/main/Mr.T.jsonld;fc5688bbb366a44b39ef05b861bf3c6ca53cf234cd34576f5637438c421ae851;fc5688bbb366a44b39ef05b861bf3c6ca53cf234cd34576f5637438c421ae851;200;YES;YES;YES;no authors in the authors-array
keyHash;3d9cd05283f802c6c02d4f5e5baa99122a25716cadd6bcaccb91d6f1;-;-;;;;;;
keyHash;3de764d13cf00b7b168bf5fa9945dc55a0a953bcd8dbd4cbcc89e1a3;-;-;;;;;;
keyHash;3e194809db028989d4d369b0730cccf9d930cddd70c29595c5369728;-;-;;;;;;
keyHash;3e34d73f3a117e6d512a5086247de2a96553da255acc0b541ab9691e;https://raw.githubusercontent.com/Cerkoryn/governance-reference/refs/heads/main/Cerkoryn.jsonld;9344b886ee6a9270848e75028e27d5920240d508c69ec3d5dfc745544ab44b66;9344b886ee6a9270848e75028e27d5920240d508c69ec3d5dfc745544ab44b66;200;YES;YES;NO;Error: unknown hashAlgorithm [object Object]
keyHash;3eed6136d8cbfc4cbef4a505b88f839dc24af336aa1982aebd07838e;-;-;;;;;;
